chunk,rea_id,rea_text,reg_id,reg_article,reg_text,deviation,confidence,needs_more_context,types,compliance_status,reasoning_short,evidence_rea,evidence_reg
chunk7_deontic_stages,REA-07#2,We will respond to all data access requests within a standard period of 90 days.,REG-047,Art12(3),"That period MAY be extended by two further months where necessary, taking into account the complexity and number of the requests.",False,low,True,none,needs manual review,"The REA sets a 90-day response period, while the REG permits an extension of the regulatory period by two further months where necessary; the texts are related temporally but do not clearly express the same constraint in directly conflicting terms without additional context.",,
chunk7_deontic_stages,REA-07#2,We will respond to all data access requests within a standard period of 90 days.,REG-050,Art12(4),"If the controller does not take action on the request of the data subject, the controller shall inform the data subject without delay and at the latest within one month of receipt of the request of the reasons for not taking action and on the possibility of lodging a complaint with a supervisory authority and seeking a judicial remedy.",False,medium,False,none,compliant,"REG-050 applies specifically when the controller does not take action and requires informing the data subject of reasons and remedies; the REA does not address that conditional no-action scenario, so omission alone is not a deviation.",,
chunk7_deontic_stages,REA-07#3,Data portability requests will be fulfilled exclusively by printing your data on physical paper and mailing it to your address.,REG-068,Art13(2(b)),The controller SHALL provide the data subject with the following further information necessary to ensure fair and transparent processing: (b) the existence of the right to request from the controller access to and rectification or erasure of personal data or restriction of processing concerning the data subject or to object to processing as well as the right to data portability;,False,low,True,none,needs manual review,"REG-068 requires informing the data subject about the existence of the right to data portability, while the REA states how portability requests will be fulfilled. These address different obligations, so no direct mismatch is quote-supported.",,
chunk7_deontic_stages,REA-07#3,Data portability requests will be fulfilled exclusively by printing your data on physical paper and mailing it to your address.,REG-086,Art15(3),The controller shall provide a copy of the personal data undergoing processing.,False,low,True,none,needs manual review,"REG-086 requires providing a copy of personal data, while the REA specifies one way data portability requests will be fulfilled. The texts are related but do not clearly state the same constraint, so no quote-supported mismatch is established.",,
chunk7_deontic_stages,REA-07#3,Data portability requests will be fulfilled exclusively by printing your data on physical paper and mailing it to your address.,REG-087,Art15(3),"For any further copies requested by the data subject, the controller may charge a reasonable fee based on administrative costs.",False,low,True,none,needs manual review,"REG-087 concerns charging a reasonable fee for further copies, while the REA concerns mailing printed data for portability requests. They do not clearly express the same constraint or a direct conflict.",,
chunk7_deontic_stages,REA-08#1,You can also request that we rectify or erase any personal data we hold about you.,REG-068,Art13(2(b)),The controller SHALL provide the data subject with the following further information necessary to ensure fair and transparent processing: (b) the existence of the right to request from the controller access to and rectification or erasure of personal data or restriction of processing concerning the data subject or to object to processing as well as the right to data portability;,False,medium,False,none,compliant,"The REA states the existence of a right to request rectification or erasure, consistent with part of the REG; the REG lists more rights, but the REA does not clearly contradict them.",You can also request that we rectify or erase any personal data we hold about you.,the existence of the right to request from the controller access to and rectification or erasure of personal data | or restriction of processing concerning the data subject or to object to processing as well as the right to data portability
chunk7_deontic_stages,REA-08#1,You can also request that we rectify or erase any personal data we hold about you.,REG-081,Art15(1(e)),"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed, and, where that is the case, access to the personal data and the following information: (e) the existence of the right to request from the controller rectification or erasure of personal data or restriction of processing of personal data concerning the data subject or to object to such processing;",False,medium,False,none,compliant,"The REA affirms a right to request rectification or erasure, which aligns with part of the REG; the REG includes additional rights, but omission alone is not a deviation.",You can also request that we rectify or erase any personal data we hold about you.,the existence of the right to request from the controller rectification or erasure of personal data | or restriction of processing of personal data concerning the data subject or to object to such processing
chunk7_deontic_stages,REA-08#1,You can also request that we rectify or erase any personal data we hold about you.,REG-094,Art17(1(b)),The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay,False,low,True,none,needs manual review,"The REA gives a permissive right to request erasure, while the REG states a right to obtain erasure without undue delay; the texts are not clearly framed as the same direct constraint, so a quote-supported mismatch is not certain.",request that we rectify or erase any personal data we hold about you,the right to obtain from the controller the erasure of personal data concerning him or her without undue delay
chunk7_deontic_stages,REA-08#2,"All requests for rectification must be handled directly by our third-party server host, and you must contact them directly rather than us.",REG-044,Art12(2),The controller shall facilitate the exercise of data subject rights under Articles 15 to 22.,False,low,True,none,needs manual review,"The REA may affect facilitation of rights, but the mismatch is not directly stated in the same clear actor-action terms as the REG, so the evidence is too ambiguous to classify a deviation here.",,The controller shall facilitate the exercise of data subject rights under Articles 15 to 22.
chunk7_deontic_stages,REA-08#2,"All requests for rectification must be handled directly by our third-party server host, and you must contact them directly rather than us.",REG-081,Art15(1(e)),"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed, and, where that is the case, access to the personal data and the following information: (e) the existence of the right to request from the controller rectification or erasure of personal data or restriction of processing of personal data concerning the data subject or to object to such processing;",True,high,False,Responsibility deviation,potential violation,"The REA directs rectification requests to a third-party server host rather than to the controller, while the REG states the right is to request rectification from the controller.",All requests for rectification must be handled directly by our third-party server host | you must contact them directly rather than us,the existence of the right to request from the controller rectification
chunk7_deontic_stages,REA-08#2,"All requests for rectification must be handled directly by our third-party server host, and you must contact them directly rather than us.",REG-091,Art17(1),and the controller shall have the obligation to erase personal data without undue delay where one of the following grounds applies:,False,high,False,none,compliant,"The REA concerns rectification requests, while this REG concerns erasure obligations, so there is no quote-supported same-constraint mismatch.",,and the controller shall have the obligation to erase personal data without undue delay where one of the following grounds applies:
chunk7_deontic_stages,REA-08#3,The right to withdraw consent The right of access.,REG-069,Art13(2(c)),"The Controller SHALL provide the data subject with the following further information necessary to ensure fair and transparent processing: (c) where the processing is based on point (a) of Article 6(1) or point (a) of Article 9(2), the existence of the right to withdraw consent at any time, without affecting the lawfulness of processing based on consent before its withdrawal;",False,medium,False,none,compliant,"The REA mentions the same right to withdraw consent, but it is only a fragment and does not clearly conflict with the REG's fuller informational requirement; omission alone is not a deviation.",The right to withdraw consent,"the existence of the right to withdraw consent at any time, without affecting the lawfulness of processing based on consent before its withdrawal"
chunk7_deontic_stages,REA-08#3,The right to withdraw consent The right of access.,REG-082,Art15(1(f)),"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed, and, where that is the case, access to the personal data and the following information: (f) the right to lodge a complaint with a supervisory authority;",False,low,True,none,needs manual review,"The REA's 'The right of access' may relate generally to access rights, but the cited REG text concerns a right to obtain confirmation and access, plus complaint information; the overlap is too ambiguous to support a clear mismatch.",The right of access,access to the personal data | the right to lodge a complaint with a supervisory authority
chunk7_deontic_stages,REA-08#3,The right to withdraw consent The right of access.,REG-095,Art17(1(b)),"And the Controller SHALL have the obligation to erase personal data without undue delay where one of the following grounds applies: (b) The Data Subject withdraws consent on which the processing is based according to point (a) of Article 6(1), or point (a) of Article 9(2), and where there is no other legal ground for the processing;",False,low,True,none,needs manual review,"The REA names withdrawal of consent as a right, while the REG uses withdrawal of consent as a condition triggering erasure obligations; these are related but not the same constraint, so no quote-supported mismatch is shown.",The right to withdraw consent,"The Data Subject withdraws consent on which the processing is based according to point (a) of Article 6(1), or point (a) of Article 9(2), and where there is no other legal ground for the processing"
chunk7_deontic_stages,REA-08#4,"However, please note we will not provide confirmation to you as to whether or not personal data concerning you is being processed.",REG-075,Art15(1),"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed, and, where that is the case, access to the personal data and the following information:",True,high,False,Negation deviation,potential violation,The REA expressly denies providing the same confirmation that the REG says the data subject has the right to obtain from the controller.,we will not provide confirmation to you as to whether or not personal data concerning you is being processed,The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed
chunk7_deontic_stages,REA-08#4,"However, please note we will not provide confirmation to you as to whether or not personal data concerning you is being processed.",REG-076,Art15(1(a)),"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed, and, where that is the case, access to the personal data and the following information: (a) the purposes of the processing;",False,low,True,none,needs manual review,"REG-076 mainly concerns the additional information about purposes of processing, while the REA only addresses confirmation of processing status; no quote-supported mismatch on the same specific constraint is shown beyond the base Art15(1) confirmation right.",,
chunk7_deontic_stages,REA-08#4,"However, please note we will not provide confirmation to you as to whether or not personal data concerning you is being processed.",REG-078,Art15(1(c)),"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed, and, where that is the case, access to the personal data and the following information: (c) the recipients or categories of recipient to whom the personal data have been",False,low,True,none,needs manual review,"REG-078 mainly concerns the additional information about recipients, while the REA only addresses confirmation of processing status; no quote-supported mismatch on the same specific constraint is shown beyond the base Art15(1) confirmation right.",,
chunk7_deontic_stages,REA-08#5,The right to erasure The right to rectification The right to data portability The right to object.,REG-068,Art13(2(b)),The controller SHALL provide the data subject with the following further information necessary to ensure fair and transparent processing: (b) the existence of the right to request from the controller access to and rectification or erasure of personal data or restriction of processing concerning the data subject or to object to processing as well as the right to data portability;,False,medium,False,none,compliant,"The REA lists rights that overlap with the REG text, but it does not clearly contradict the REG; omitted elements like access, restriction of processing, and the controller/information-provision framing are omissions only, not quote-supported mismatches.",The right to erasure The right to rectification The right to data portability The right to object.,the existence of the right to request from the controller access to and rectification or erasure of personal data or restriction of processing concerning the data subject or to object to processing as well as the right to data portability;
chunk7_deontic_stages,REA-08#5,The right to erasure The right to rectification The right to data portability The right to object.,REG-081,Art15(1(e)),"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed, and, where that is the case, access to the personal data and the following information: (e) the existence of the right to request from the controller rectification or erasure of personal data or restriction of processing of personal data concerning the data subject or to object to such processing;",False,medium,False,none,compliant,"The REA mentions rectification, erasure, and objection, which align generally with the REG, and there is no direct conflicting wording; the extra mention of data portability in the REA is not a contradiction.",The right to erasure The right to rectification The right to data portability The right to object.,the existence of the right to request from the controller rectification or erasure of personal data or restriction of processing of personal data concerning the data subject or to object to such processing;
chunk7_deontic_stages,REA-08#5,The right to erasure The right to rectification The right to data portability The right to object.,REG-102,Art17(1(f)),The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay,False,medium,False,none,compliant,"The REA's statement of a right to erasure is consistent with the REG at a high level, and the missing details about personal data, controller, and timing are omissions rather than conflicting constraints.",The right to erasure,The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay
chunk7_deontic_stages,REA-08#6,The right to object is strictly limited to our use of your email for direct marketing campaigns.,REG-118,Art21(1),"The data subject shall have the right to object, on grounds relating to his or her particular situation, at any time to processing of personal data concerning him or her which is based on point (e) or (f) of Article 6(1), including profiling based on those provisions.",False,low,True,none,needs manual review,"REG-118 concerns objection based on a particular situation for processing under specific legal bases, while the REA addresses direct marketing; the texts do not clearly express the same constraint, so no direct mismatch is established.",,
chunk7_deontic_stages,REA-08#6,The right to object is strictly limited to our use of your email for direct marketing campaigns.,REG-120,Art21(2),"Where personal data are processed for direct marketing purposes, the data subject shall have the right to object at any time to processing of personal data concerning him or her for such marketing, which includes profiling to the extent that it is related to such direct marketing.",True,high,False,Data deviation,potential violation,"The REA narrows the objection right to only use of email for direct marketing campaigns, while the REG grants objection to processing of personal data for direct marketing more broadly, including related profiling.",strictly limited to our use of your email for direct marketing campaigns,"the right to object at any time to processing of personal data concerning him or her for such marketing, which includes profiling to the extent that it is related to such direct marketing"
chunk7_deontic_stages,REA-08#6,The right to object is strictly limited to our use of your email for direct marketing campaigns.,REG-121,Art21(3),"Where the data subject objects to processing for direct marketing purposes, the personal data shall no longer be processed for such purposes.",False,low,True,none,needs manual review,"The REA limits the scope of the right to object, while REG-121 governs the consequence after an objection; they do not clearly express the same constraint, so no quote-supported mismatch is established.",,
chunk7_deontic_stages,REA-08#7,Notification of data breaches.,REG-039,Art11(2),"Where, in cases referred to in paragraph 1 of this Article, the controller is able to demonstrate that it is not in a position to identify the data subject, the controller shall inform the data subject accordingly, if possible.",False,low,True,none,needs manual review,"The REA concerns data breach notification, whereas the REG concerns informing a data subject when identification is not possible; the texts do not clearly align or directly conflict.",Notification of data breaches.,"Where, in cases referred to in paragraph 1 of this Article, the controller is able to demonstrate that it is not in a position to identify the data subject, the controller shall inform the data subject accordingly, if possible."
chunk7_deontic_stages,REA-08#7,Notification of data breaches.,REG-050,Art12(4),"If the controller does not take action on the request of the data subject, the controller shall inform the data subject without delay and at the latest within one month of receipt of the request of the reasons for not taking action and on the possibility of lodging a complaint with a supervisory authority and seeking a judicial remedy.",False,low,True,none,needs manual review,"The REA refers generally to notification of data breaches, while the REG concerns informing a data subject about inaction on a request; they do not clearly express the same constraint, so no quote-supported mismatch can be established.",Notification of data breaches.,"If the controller does not take action on the request of the data subject, the controller shall inform the data subject without delay and at the latest within one month of receipt of the request of the reasons for not taking action and on the possibility of lodging a complaint with a supervisory authority and seeking a judicial remedy."
chunk7_deontic_stages,REA-08#7,Notification of data breaches.,REG-104,Art17(2),"Where the controller has made the personal data public and is obliged pursuant to paragraph 1 to erase the personal data, the controller, taking account of available technology and the cost of implementation, shall take reasonable steps, including technical measures, to inform controllers which are processing the personal data that the data subject has requested the erasure by such controllers of any links to, or copy or replication of, those personal data.",False,low,True,none,needs manual review,"The REA mentions notification of data breaches, but the REG requires informing other controllers about an erasure request after public disclosure; there is no clear same-constraint or direct conflict comparison.",Notification of data breaches.,"Where the controller has made the personal data public and is obliged pursuant to paragraph 1 to erase the personal data, the controller, taking account of available technology and the cost of implementation, shall take reasonable steps, including technical measures, to inform controllers which are processing the personal data that the data subject has requested the erasure by such controllers of any links to, or copy or replication of, those personal data."
chunk7_deontic_stages,REA-08#8,"In the event of a data breach, we will first issue a press release to the public media, and subsequently notify the supervisory authority.",REG-064,Art13(1(e)),"The Controller SHALL provide the data subject with all of the following information: (e) the recipients or categories of recipients of the personal data, if any,",False,low,True,none,needs manual review,"The REA addresses actions after 'a data breach', whereas the REG requires providing data subjects information about 'the recipients or categories of recipients of the personal data'. These are different subjects and no directly conflicting constraint is stated.",,
chunk7_deontic_stages,REA-08#8,"In the event of a data breach, we will first issue a press release to the public media, and subsequently notify the supervisory authority.",REG-066,Art13(2),The Controller SHALL provide the data subject with the following further information necessary to ensure fair and transparent processing at the time when personal data are obtained.,False,low,True,none,needs manual review,"The REA describes breach-notification sequencing, while the REG generally requires providing further information to the data subject 'at the time when personal data are obtained'. The texts do not clearly regulate the same duty, so no deviation can be supported.",,
chunk7_deontic_stages,REA-08#8,"In the event of a data breach, we will first issue a press release to the public media, and subsequently notify the supervisory authority.",REG-070,Art13(2(d)),"The Controller SHALL provide the data subject with the following further information necessary to ensure fair and transparent processing: (d) the right to lodge a complaint with a supervisory authority, at the time when personal data are obtained.",False,low,True,none,needs manual review,"The REA concerns breach response ('issue a press release' and 'notify the supervisory authority'), while the REG concerns informing the data subject about 'the right to lodge a complaint with a supervisory authority' when data are obtained. They do not clearly express the same constraint, so no quote-supported mismatch can be established.",,
chunk7_deontic_stages,REA-08#9,We will ensure the supervisory authority is notified within 12 hours of our team becoming aware of the breach.,REG-050,Art12(4),"If the controller does not take action on the request of the data subject, the controller shall inform the data subject without delay and at the latest within one month of receipt of the request of the reasons for not taking action and on the possibility of lodging a complaint with a supervisory authority and seeking a judicial remedy.",False,low,True,none,needs manual review,"The REA requires notifying the supervisory authority of a breach, while the REG requires informing the data subject of reasons for inaction and the possibility of lodging a complaint if the controller does not act on a request. These are different actors addressed, actions, objects, and triggering conditions, so no direct mismatch is supported.",,
chunk7_deontic_stages,REA-08#9,We will ensure the supervisory authority is notified within 12 hours of our team becoming aware of the breach.,REG-070,Art13(2(d)),"The Controller SHALL provide the data subject with the following further information necessary to ensure fair and transparent processing: (d) the right to lodge a complaint with a supervisory authority, at the time when personal data are obtained.",False,low,True,none,needs manual review,"The REA concerns notifying a supervisory authority about a breach, while the REG concerns providing the data subject information about the right to lodge a complaint with a supervisory authority when personal data are obtained. These are different actions, objects, and conditions, so no quote-supported direct mismatch is established.",,
chunk7_deontic_stages,REA-08#9,We will ensure the supervisory authority is notified within 12 hours of our team becoming aware of the breach.,REG-099,Art17(1(d)),And the Controller SHALL have the obligation to erase personal data without undue delay where one of the following grounds applies: (d) the personal data have been unlawfully processed;,False,low,True,none,needs manual review,"The REA addresses notification of a supervisory authority within 12 hours after awareness of a breach, whereas the REG requires erasure of personal data without undue delay where data have been unlawfully processed. The constraints do not clearly express the same or conflicting requirement.",,
chunk7_deontic_stages,REA-08#10,The right to lodge a complaint with a supervisory authority,REG-050,Art12(4),"If the controller does not take action on the request of the data subject, the controller shall inform the data subject without delay and at the latest within one month of receipt of the request of the reasons for not taking action and on the possibility of lodging a complaint with a supervisory authority and seeking a judicial remedy.",False,medium,False,none,compliant,"Both texts refer to complaint-lodging with a supervisory authority, but the REG concerns a controller's duty to inform under a specific condition and deadline; the REA does not clearly conflict with that, so there is no quote-supported deviation.",The right to lodge a complaint with a supervisory authority,"the possibility of lodging a complaint with a supervisory authority | If the controller does not take action on the request of the data subject, the controller shall inform the data subject"
chunk7_deontic_stages,REA-08#10,The right to lodge a complaint with a supervisory authority,REG-070,Art13(2(d)),"The Controller SHALL provide the data subject with the following further information necessary to ensure fair and transparent processing: (d) the right to lodge a complaint with a supervisory authority, at the time when personal data are obtained.",False,medium,False,none,compliant,"The shared quoted span matches on the substantive right, while the REG additionally imposes a controller information duty and timing; the REA does not clearly contradict that duty, so omission alone is not a deviation.",The right to lodge a complaint with a supervisory authority,the right to lodge a complaint with a supervisory authority | The Controller SHALL provide the data subject with the following further information
chunk7_deontic_stages,REA-08#10,The right to lodge a complaint with a supervisory authority,REG-082,Art15(1(f)),"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed, and, where that is the case, access to the personal data and the following information: (f) the right to lodge a complaint with a supervisory authority;",False,high,False,none,compliant,"The REA directly matches the REG's referenced right, and no conflicting actor, condition, timing, or negation is expressed.",The right to lodge a complaint with a supervisory authority,the right to lodge a complaint with a supervisory authority
